,title,description,score
4209,Just Cause 4,"Добро пожаловать на Солис, огромный остров в Южной Америке, где царят конфликты, тирания и природные катаклизмы.  В Just Cause 4 независимый агент Рико Родригес высаживается на Солис, чтобы любой ценой выяснить правду о своем прошлом.  Облачайтесь в вингсьют, берите свой полностью настраиваемый крюк и готовьтесь нести разрушения!—",0.0
4210,Infestation: Survivor Stories,"The New Z Бесплатная игра с разными игровыми режимами. Выживайте в режиме SURVIVAL с друзьями,обменивайтесь,добывайте и сохраняйте игровые вещи. Сражайтесь с группами других игроков в OPEN WORLD. Все 3 разных режима находятся в ОДНОЙ ИГРЕ.— Steam",0.0
4211,Vampire: The Masquerade - Bloodlines 2,Древний вампир приходит в себя в современном Сиэтле — но город стоит на грани войны. Кому достанется власть? Каким станет город? Решать вам — знакомьтесь с претендентами и выбирайте сторону...— Steam,0.0
4212,Transformers: The Game,"Игра, созданная по мотивам фильма «Трансформеры. И, как  чаще всего случается, получилась далеко не лучшим проектом. Тут радуют только весьма приличного качества ролики, отменная музыка, ну и голоса актеров фильма, которые и озвучили виртуальных персонажей. В остальном все обычно: к вашим услугам две стороны конфликта - Автоботоы и Десептики и несколько уровней, где кипит непрекращающийся бой. По ходу дела герои могут превращаться в разнообразную технику, а сражаться, в основном, предстоит с весьма могучими противниками.—",0.0
4213,Little Nightmares III,"В Little Nightmares III вам предстоит помочь Low и Alone выйти из Ниоткуда. Объедините усилия, чтобы выжить в опасном мире, полном иллюзий и теней. Взгляните в лицо своим детским страхам вместе с другом в совместной онлайн-игре или в одиночку со спутником с ИИ.— Steam",0.0
4214,Five Nights at Freddy's: Security Breach,"В игре Five Nights at Freddy’s: Security Breach вам предстоит проследить за судьбой мальчика Грегори, оказавшегося запертым на ночь в Мега-пицца-плексе Фредди Фазбера. Грегори придется заручиться поддержкой самого Фредди, чтобы раскрыть тайны пицца-плекса, узнать правду и дожить до рассвета.— Steam",0.0
4215,FIFA 22,Заряжено футболом. EA SPORTS™ FIFA 22 приближает игру к реальности с фундаментальными улучшениями игрового процесса и инновациями во всех режимах.— Steam,0.0
4216,Cities: Skylines II,Выстройте с нуля процветающий мегаполис в реалистичном симуляторе с живой экономикой и невероятно глубокой проработкой мира.— Steam,0.0
4217,Industria,"INDUSTRIA – шутер от первого лица, который переносит вас из Восточного Берлина в параллельную реальность незадолго до окончания холодной войны. В поисках пропавшего коллеги по работе вы раскрываете тёмное прошлое мистического и сюрреалистического мира стимпанка.— Steam",0.0
4218,Daymare: 1998,"DAYMARE: 1998 – это хоррор-игра на выживание от третьего лица, в которой воссоздана атмосфера культовых игр 90-х, но со свежим сюжетом. Авария превратила маленький городок в смертельную зону. У вас есть три персонажа и совсем немного времени на то, чтобы выяснить правду, пока мутировавшие жители не помешали вашей миссии.— Steam",0.0
4219,Once Human,"Once Human — многопользовательская игра на выживание с открытым миром, действие которой происходит в странном постапокалиптическом будущем. Объединяйтесь с друзьями и сражайтесь с чудовищными врагами, открывайте тайные заговоры и застраивайте свою личную территорию.— Steam",0.0
4220,Warhammer 40.000: Fire Warrior,Почувствуйте себя элитным Воином Огня и вступите в ожесточённую схватку с Империумом в этом классическом шутере от первого лица. Взгляните на вселенную Warhammer 40 000 с точки зрения Тау и станьте частью истории о коварстве и предательстве.— Steam,0.0
4221,The First Tree,"Это красивый квест от третьего лица о , в котором переплелись две истории: лисы, пытающейся отыскать свою семью и мальчика, решившего найти отца.— Steam",0.0
4222,My Friend Peppa Pig,"Начните веселое приключение со Свинкой Пеппой. Создайте свой стиль, познакомьтесь с любимыми персонажами и играйте в мире Пеппы. Все как в телешоу!— Steam",0.0
4223,Voidtrain,"Станьте членом экипажа Межпространственного Экспресса! Откройте для себя мир, полный загадочных существ и локаций. Улучшайте и кастомизируйте свой поезд, собирайте новые материалы и создавайте новое оружие. Играйте в одиночку или онлайн до 4 человек.— Steam",0.0
4224,Rogue Company,"Присоединяйтесь к 20 миллионам игроков в Rogue Company – динамичном тактическом шутере от 3-го лица! Станьте элитным агентом и достигните мастерства в использовании оружия, устройств и способностей в режимах 4х4 и 6х6. Играйте бесплатно!— Steam",0.0
4225,BloodRayne: Betrayal,"WayForward, оригинальные разработчики игры, обновили классику 2011 года: добавили новую озвучку от Лоры Бейли и Троя Бэйкера, улучшили графику и усовершенствовали геймплей. Бегайте, прыгайте, рубите врагов и прокладывайте себе путь в огромном подземном замке, чтобы сразиться с отцом Рейн.— Steam",0.0
4226,Absolver,"Absolver — сетевые многопользовательские сражения, где игроки скрываются под масками Претендентов по воле вездесущих Проводников, новых правителей падшей империи Адал, которые решают, достойны ли вы пополнить ряды их элитного корпуса силовиков.— Steam",0.0
4227,Echoes of the End,"Потенциально интересное экшн-приключение с яркими персонажами и механиками, которое, однако, не раскрывает свой потенциал из-за технических проблем и гейм-дизайнерских ошибок.—",0.0
4228,Crime Boss: Rockay City,"Crime Boss: Rockay City — кооперативный FPS-шутер про ограбления с увлекательной стелс-механикой и безумными перестрелками. Также доступна соло-роглайк кампания, сочетающая FPS, стратегические элементы и угарнейшую озвучку, которая не раз заставит улыбнуться.— Steam",0.0
4229,American Fugitive,"Классический экшн с открытым миром в современной обработке. Вас несправедливо обвинили в убийстве отца, и вы пойдете на что угодно, чтобы найти настоящего преступника. Выполняйте захватывающие задания для преступного мира, но не попадитесь копам!— Steam",0.0
4230,Abyss Odyssey,"Независимый чилийский разработчик ACE Team представляет файтинг-платформер-рогалик со сложной боевой системой, процедурно генерируемыми уровнями, тремя главными героями и множеством врагов, каждым из которых вы сможете поиграть, захватив их души.— Steam",0.0
4231,Warhammer: Chaosbane,"Вы бросаете вызов ордам Хаоса в мире, раздираемом войной на части. Играйте в одиночку или объединяйтесь с четверыми друзьями в локальном и онлайн-режимах, выбирайте из четырех классов и приготовьтесь к эпическим сражениям с использованием самых мощных артефактов Старого Света.— Steam",0.0
4232,Still Wakes the Deep: Siren’s Rest,"1986 год. Прошло более десяти лет с момента катастрофы на «Бейра Д». Специализированная группа водолазов отправляется в Северное море — узнать, что произошло на самом деле.— Steam",0.0
4233,Maquette,"MAQUETTE – рекурсивная игра-головоломка в мире, где все здания, растения и другие объекты одновременно крошечные и немыслимо огромные.— Steam",0.0
4234,Daymare: 1994 Sandcastle,"Daymare: 1994 Sandcastle — это сюжетный хоррор от третьего лица, приквел к полюбившейся всем игре Daymare: 1998.— Steam",0.0
4235,World War 3,"World War 3 – это бесплатный тактический онлайн-шутер от первого лица, в котором вашим полем битвы будет весь мир. Побеждайте в ураганных перестрелках, используя огромный арсенал оружия, техники, гаджетов и беспилотников.— Steam",0.0
4236,Necropolis,"NECROPOLIS: BRUTAL EDITION – крупное обновление с новым игровым персонажем (The Brute), совершенно новой средой (The Black Forest) и множеством новых врагов, оружия, брони, ловушек, зелий, свитков, а также с прочими крупными улучшениями игры.— Steam",0.0
4237,Dino D-Day,"Только что обновлено! Теперь вы сможете сыграть за Тиранозавра Рекса, два новых классов динозавров и опробовать новую карту Гела!— Steam",0.0
4238,Hellpoint,"Hellpoint — Action RPG в жутком фантастическом сеттинге. Исследуйте Ирид Ново, заброшенную космическую станцию, откройте страшные тайны ее прошлого. Сражайтесь с мерзкими монстрами и всемогущими космическими богами. Если вы не справитесь в одиночку, позовите на помощь друга и режим совместной игры!— Steam",0.0
4239,The Lamplighters League,Наберите отбросов с уникальными способностями и победите Опальных в пошаговой стратегии со шпионажем и интригующим сюжетом.— Steam,0.0
4240,Lords of Football,"Lords of Football — это совершенно новый спортивный симулятор, который используется в «режиме Бога». Окунитесь в футбольные будни, имитирующие тренировку футболистов для улучшения их навыков, а также все трудности и реальные отвлекающие факторы, которые разворачиваются во время обычного сезона.— Steam",0.0
4241,Hand Simulator,"Это игра, в которой вы управляете своими руками. В вашем распоряжении множество уровней, где вы сможете покрутить спиннеры, пострелять из оружия, подоить корову, принять участие в мексиканской дуэли и попробовать многое другое.— Steam",0.0
4242,Suicide Guy,"Suicide Guy -- игра от первого лица в жанре ""action-puzzle"", действия которой разворачиваются в мире снов. Вы исполните роль большого ""милого"" парня, который никак не может проснуться. Ваша задача -- помочь ему.— Steam",0.0
4243,Zoochosis,"Zoochosis — это бодикам хоррор-симулятор. Ты — ночной смотритель зоопарка. Определи зараженных животных-мутантов, изготовь вакцину и вылечи их. Успеешь ли ты спасти их всех и выжить?— Steam",0.0
4244,SCUM,"Ищите любые способы выжить в дебрях негостеприимного острова, где опасности встречаются на каждом шагу. Невероятные возможности для персонализации и развития персонажа дают вам полную свободу действий.— Steam",0.0
4245,Steel Rats,"Погрузитесь в мир скорости и разрушения в аркадном боевике, объединяющем элементы мотоциклетного боя и трюковых гонок. Переключайтесь между 4 байкерами, сражаясь с мусороботами!— Steam",0.0
4246,Unto the End,"Овладейте тактическим мечевым боем, или найдите способы избежать кровопролития. Путешествие, которое доверяет вам от начала и до конца.— Steam",0.0
4247,Company of Heroes 3,"Company of Heroes 3 переносит вас в Средиземноморье — регион ожесточённых боёв, где надо принимать важные стратегические решения. Тут за каждой битвой стоит история… Какова же ваша?— Steam",0.0
4248,Palia,Уютный симулятор фермера с онлайн-элементами.—,0.0
4249,Burly Men At Sea,"Burly Men at Sea - сказка о трех больших, бородатых рыбаках, которые оставили обычную жизнь ради поисков приключений. Сюжет игры уносит нас в воды Скандинавии начала 20 века и может идти по самым разным путям, сталкивая персонажей с существами из сказок.— Steam",0.0
4250,Shift Happens,"Shift Happens кооперативный платформер для двух. Ты и твоя подруга или твой друг можете меняться друг с другом массой, кидать один другого и решать вместе головоломки в четырёх разных мирах. По пути к цели не запрещено соперничать между собой за драгоценные монеты.— Steam",0.0
4251,Outcast — A New Beginning,"Исследуйте потрясающий открытый мир Адельфы, помогайте таланам преодолевать новые трудности, громите роботов-захватчиков в динамичных битвах от третьего лица в этом долгожданном продолжении классической игры 1999 года.— Steam",0.0
4252,Remothered: Broken Porcelain,"Дополнение Broken Porcelain внесёт в серию много долгожданных изменений, добавит новую механику игры и сюжетные элементы, которые вдохнут новую жизнь в персонажей и позволят ещё глубже погрузиться в жуткое приключение. Дополнение понравится как новым игрокам, так и давним любителям серии.— Steam",0.0
4253,Kill It With Fire,Kill It With Fire это экшн от первого лица про охоту на пауков и огромный сопутствующий ущерб.— Steam,0.0
4254,Tales of Kenzera: ZAU,"Красивая и грустная метроидвания, поднимающая жизненные темы. Если повествование хочется только хвалить, то в геймплее никаких откровений нет.—",0.0
4255,The Headliners,"Кооперативная хоррор-игра, где вы играете за команду из 1-4 журналистов, готовых исследовать Нью-Йорк, захваченный смертоносными существами, чтобы сделать потрясающие снимки. Ваша единственная цель: попасть на первые полосы... и выжить, чтобы их прочитать.— Steam",0.0
4256,Death Track: Resurrection,"Есть ли у вас всё что нужно для выживания? Death Track: Resurrection — это игра, совмещающая в себе элементы гоночных игр и экшена, повествующая о событиях не очень далекого постапокалиптического будущего, в котором традиционные виды спорта были заменены на более жестокие развлечения.— Steam",0.0
4257,Last Train Home,"Первая Мировая закончилась, но бой продолжается. Вам предстоит управлять эшелоном чехословацких солдат, что пытаются вернуться домой в разгар Гражданской войны. Пересеките Сибирь на бронепоезде. Управляйте отрядом, экономьте ресурсы – и постарайтесь выжить.— Steam",0.0
4258,Styx: Blades of Greed,Мастер скрытности вернулся! Исследуйте головокружительные высоты Исерианского континента и хитростью истребляйте врагов. Благодаря силам кварца у вас развязаны руки. Творите что душе угодно: алчность еще никогда не приносила столько удовольствия.— Steam,0.0
4259,Welcome to Kowloon,"Это инди-хоррор от первого лица, в котором Вы в поисках дешёвого жилья попадаете в район под названием Kowloon. Жители этого места только на первый взгляд кажутся обычными людьми, но если копнуть поглубже, Вы увидите их настоящие лица.— Steam",0.0
4260,The Wild Eight,"The Wild Eight — это суровое приключение в случайно генерируемом мире, полном опасности и испытаний. Добывай ресурсы для выживания и исследуй локации в поисках спасения бок о бок с другими игроками. Или ты попробуешь выбраться отсюда в одиночку?— Steam",0.0
4261,Mighty Morphin Power Rangers: Rita's Rewind,"Отличная путёвка в детство для фанатов «Могучих рейнджеров», но очень посредственная и однообразная игра.—",0.0
4262,Graven,"Тайны, битвы и шанс на искупление – вот что ждет вас в захватывающем шутере GRAVEN. Погрузитесь в мрачный фэнтези-мир в роли несправедливо осужденного жреца, осмелившегося бросить вызов многочисленным ужасам, поглощающим окружающий мир. Магия, пушки и окружающая среда — вот ваши верные друзья.— Steam",0.0
4263,Liber,"Все мы мечтали о приключениях, полных загадок и мистики, мечтали оказываться в необычных ситуациях и выходить из них героем. Liber - приключение о перемещении во времени, поиске истины и себя, о дружбе и переоценке ценностей.— Steam",0.0
4264,That's not my Neighbor,"На дворе 1955 год, и по неизвестным причинам двойники встречаются чаще, чем обычно. Поэтому Департамент по выявлению двойников (D.D.D.) принял меры. Вы — швейцар жилого комплекса, и вам нужно решить, впускать ли тех, кто утверждает, что они ваши соседи.— Steam",0.0
4265,Niffelheim,"Твой герой - славный воин, павший в бою. Но вместо заслуженного отдыха в Асгарде его душа оказывается в суровом мире Нифльхейм. Выживи в этом мире, возведи себе крепость, грабь соседей, исследуй опасные подземелья и найди свой путь в Вальхаллу.— Steam",0.0
4266,CarX Street,"Покоряй горные склоны, автомагистрали и улицы города. Создай автомобиль мечты с детальным тюнингом, раскрывающим потенциал физики “CarX Technology“©. Участвуй в захватывающих гонках, наслаждаясь реалистичным геймплеем и динамичным управлением.— Steam",0.0
4267,Coma:Mortuary,Coma:Mortuary - вступительная часть трилогии о событиях в мире мёртвых. Это игра в жанре Adventure-Ambient с элементом Horror-quest. Подача сюжета в основном происходит через субтитры и атмосферу.— Steam,0.0
4268,Haydee 2,"Гайде II - это пазл-шутер от третьего лица, но с сексапильной героиней и тортиком!— Steam",0.0
4269,Eternal Threads,"Eternal Threads — сюжетная игра-головоломка от первого лица об управлении временем, выборе и его последствиях.— Steam",0.0
4270,South of the Circle,"South of the Circle — насыщенная сюжетная история о Питере и Кларе, кембриджских ученых, втянутых в политический конфликт. Им придется сделать выбор между карьерой, настоящей любовью и желанием сдержать обещания. Прошлое иллюзорно, и все решает сиюминутный выбор.— Steam",0.0
4271,Lightyear Frontier,"Постройте себе дом, выращивайте урожай и доставляйте его в далекие колонии. Собирайте ресурсы и распоряжайтесь ими, стройте, занимайтесь ремеслами, расширяйте свои владения, улучшайте своего робота и знакомьтесь с соседями. Создайте ферму своей мечты!— Steam",0.0
4272,Dead Age,"Переживите нашествие зомби с пошаговыми боями в стиле Final Fantasy и необратимой смертью. Командуйте выжившими, создавайте материалы и принимайте трудные решения. Это нелинейная ролевая инди-игра на выживание c элементами жанра rogue-litе (наподобие FTL).— Steam",0.0
4273,Urban Empire,"Urban Empire — это игра в жанре симулятора градоправителя, новой разновидности стратегии, в которой черты симулятора градостроителя сочетаются с политическими интригами, а действие происходит на фоне социальных и исторических событий.— Steam",0.0
4274,Slavania,"Стань бессмертным героем сказочной метроидвании, наполненной легендарными персонажами и жуткими созданиями. Сражайся с помощью чудо-копья и продвинутой акробатической системы, качай способности, выслеживай чудищ, исследуй запутанный мир древних сказок и навсегда определи его судьбу.— Steam",0.0
4275,GRIP: Combat Racing,"GRIP - это крутой высокооктановый боевой гоночный болид, упакованный тяжелым вооружением и гоняющий на сумасшедшей скорости.— Steam",0.0
4276,Darksiders III: The Crucible,В этом мощном фрагменте цифрового упоения соревнующихся ожидает истинно сногсшибательное предложение — Горнило.— Steam,0.0
4277,BIT.TRIP RUNNER,"КомандирВидео возвращается вместе с BIT.TRIP RUNNER, новейшей частью известной серии BIT.TRIP. Спецпредложение в честь выхода игры: скидка 10% до 6 марта!— Steam",0.0
4278,Taxi Life: A City Driving Simulator,"Управляйте машиной и бизнесом, развозите пассажиров по всей Барселоне и развивайте свою компанию! Сможете ли вы удовлетворить транспортные запросы города, который никогда не спит?— Steam",0.0
4279,Ms. Pac-Man,"Игра Ms. PAC-MAN, разработанная в США и впервые вышедшая в 1981 г., добралась до Steam! Двигайтесь вверх, вниз, влево и вправо, съедайте все Pac-Dots и избегайте призраков, чтобы перейти на следующий этап.— Steam",0.0
4280,BLEACH: Rebirth of Souls,"Пробудите в себе клинок и бросьте вызов судьбе в BLEACH Rebirth of Souls! Вас ждут невероятные бои, мощные способности мечей и персонажи из легендарной аниме-франшизы.— Steam",0.0
4281,Goliath (2016),"Goliath - это Action/Adventure от третьего лица с элементами RPG. Строй роботов из всего, что попадется под руку, пинай монстров, исследуй мир и выполняй десятки квестов!— Steam",0.0
4282,The Swords of Ditto,"Swords of Ditto — незамысловатая игра в жанре Action RPG. Играя за разных персонажей, вы станете героем удивительных событий, сражаясь против коварной колдуньи Мормо!— Steam",0.0
4283,Pantsu Hunter: Back to the 90s,"Поговорить по душам, посмотреть вместе фильмы, искупаться в ванной, вылечить компьютер от вирусов, помочь девушке в трудной ситуации и, если повезет, найти свою любовь по цвету и узору трусиков. Эта история о парне в поисках своей любви.— Steam",0.0
4284,Dolmen,"Неидеальная и местами неудобная, но в целом очень атмосферная и затягивающая экшн/RPG, которая берёт многие механики из Dark Souls, а дизайн монстров — из книг Лавкрафта.—",0.0
4285,Bad Cheese,"Bad Cheese — это психологический хоррор, вдохновленный мрачным очарованием анимации 1920-х годов. Мама куда-то ушла, и крошечному мышонку придется провести выходные дома в компании неадекватного отца. Ему нужно вести себя хорошо, иначе ПАПА РАЗОЗЛИТСЯ.— Steam",0.0
4286,Tunche,"Tunche — это очаровательная, нарисованная вручную экшен-игра с элементами роуглайка. Объединитесь с друзьями или играйте в одиночку. Выберите одного из 5 уникальных персонажей и верните мир в джунгли Амазонки!— Steam",0.0
4287,Journey to the Center of the Earth,"Этот квест сделан по мотивам романа Жюля Верна «Путешествие к центру Земли», правда, как водится, от произведения в игре осталась только главная идея. Согласно сюжету, молодая французская журналистка Ариана с весьма бойким и решительным нравом волею судьбы попадает в «центр земли». Именно здесь ее ждет самое незабываемое путешествие в жизни. Как и в любом квесте здесь вас ждут самые разнообразные головоломки. Причем задачки довольно сложные, так что придется не раз посетить уже знакомые места в поисках нужных предметов. Кроме того, игра обладает приятной графикой и весьма неплохо озвучена.—",0.0
4288,KARDS - The WWII Card Game,"KARDS, карточная игра в сеттинге Второй мировой войны, сочетает в себе традиционный игровой процесс ККИ с инновационными механиками, вдохновлёнными классическими стратегиями и реальной тактикой боя.— Steam",0.0
4289,Big Mutha Truckers 2: Truck Me Harder!,"Семья Джексонов издавна славилась своим умением зарабатывать на грузоперевозках. Отлично жили — не тужили, пока главенствующая Маман не решила наглым образом уйти от уплаты налогов, за что и была арестована местными властями.— Steam",0.0
4290,Garshasp: The Monster Slayer,"В роли легендарного персидского героя отправляйтесь в путешествие, чтобы вернуть легендарную булаву ваших предков, украденную Дивзом. Купите до 16 мая и сэкономьте!— Steam",0.0
4291,Winter Ember,"Winter Ember — это увлекательная динамичная игра, где вы примерите на себя роль безликого человека — Артура Арториаса. Прячьтесь в тени и раскрывайте таинственный заговор, из-за которого имя вашей семьи пропало из книг по истории. В первую зимнюю ночь вы обнажите клинок и свершите возмездие.— Steam",0.0
4292,The Ascent - Cyber Heist,"Уже прошли The Ascent и хотите еще? Тогда Cyber Heist для вас! Играйте в одиночку или вместе с друзьями, проходите новые захватывающие миссии, исследуйте новейшие локации, сражайтесь с новыми врагами и осваивайте новые способы ближнего боя!— Steam",0.0
4293,Volcanoids,"Шутер в открытом мире, где нужно выживать и строить базу (ну... вместо базы будет огромный бур). Играйте в одиночку или с друзьями: исследуйте остров, где извергается жуткий вулкан, улучшайте бур и сражайтесь с роботами. И однажды вы узнаете, какую тайну скрывает толща скал.— Steam",0.0
4294,Alternativa,"Alternativa - это история, которая перенесет вас в мир, совершенно отличный от всего, что вы ожидаете в 2045 году. В мир, разрушенный войной и революциями, мир, управляемый гнетущим и жестоким диктатором.— Steam",0.0
4295,Souldiers,"Находясь между жизнью и смертью, боритесь за свободу в огромном фантастическом мире. Выберите персонажа — разведчика, мага или лучника — и отправляйтесь в эпическое ретропутешествие с элементами платформера, метроидвании и боёв в духе серии Souls.— Steam",0.0
4296,Teslagrad 2,"Молодая тесламантка Люмина оказалась в сложной ситуации после крушения её дирижабля далеко на севере, на территории непредсказуемого Вирмхейма. Начните опасное приключение в поисках Люмины, исследуйте гигантскую заброшенную башню в долине фьорда и верните тесламантку домой.— Steam",0.0
4297,Rad Rodgers: World One,"Рэд - неугомонный и бойкий паренек, слишком увлеченный видеоиграми.— Steam",0.0
4298,Sword Legacy: Omen,"""В этом переложении мифов о короле Артуре вы примерите на себя роль рыцаря Утера, которому Мерлин помогает в поисках Экскалибура. Выживите в пошаговых битвах, путешествуя по опустошенной Британии.""— Steam",0.0
4299,HellSign,"HellSign — динамичная ролевая игра, в которой вы исследуете маленький городок и истребляете чудовищ, которые в нём завелись. В роли Охотника на нечисть вы будете планировать операции, охотиться и убивать. Всё ради звонкой монеты и мести чудовищу, которое расправилось с вашей семьей.— Steam",0.0
4300,"El Paso, Elsewhere","КОЛЬЯ. ПУШКИ. СЛОУ-МОУШЕН. Ода классическим шутерам и неонуар в лучшем проявлении. Вы остановились в мотеле, и здесь происходит какая-то чертовщина. Вампиры, оборотни и прочая нечисть только и ждут, чтобы вцепиться вам в горло. Победите того, кто много значил для вас, пока не стал на сторону зла.— Steam",0.0
4301,Doodle Devil,"Раскрой свою темную сторону! Пока Doodle God создавал свою вселенную, Doodle Devil тоже не бездельничал. Затягивающий геймплей, который сделал хитом Doodle God, снова здесь – на этот раз с элементами черного юмора.— Steam",0.0
4302,BUTCHER,"BUTCHER — это напряженная двухмерная стрелялка и пропитанная кровью открытка из ранних 90-х. Если вам нравится сталкивать трупы в лаву и заливать стены кровью, то BUTCHER — это игра для вас.— Steam",0.0
4303,Baja: Edge Of Control,Baja: Edge of Control HD — обновленная версия оригинальных гонок по бездорожью 2008 года на трассах протяженностью более 1500 километров.— Steam,0.0
4304,Megaton Rainfall,"Станьте воплощением непобедимой межпространственной силы в супергеройской игре от первого лица и спасите Землю от инопланетного вторжения. Будьте осторожны: ваша мощь позволяет уничтожать целые небоскребы (на случай, если вы случайно промахнетесь, атакуя врага).— Steam",0.0
4305,Etherborn,"Погрузитесь в головоломку-платформер, основанную на исследовании и понимании структур с изменчивой гравитацией. Вы - бессловесное существо, только что рожденное в мире, где бестелесный голос ждал вашего появления.— Steam",0.0
4306,Captain Tsubasa: Rise of New Champions,"Captain Tsubasa: Rise of New Champions — аркадный симулятор, позволяющий взглянуть на футбольный жанр с новой стороны.— Steam",0.0
4307,I Am Dead,I AM DEAD – душевная приключенческая игра-головоломка о загробной жизни от создателей Hohokum и Wilmot’s Warehouse.— Steam,0.0
4308,Ripout,"RIPOUT — это сетевой хоррор-шутер от первого лица с совместным режимом, где игроки будут пробиваться через процедурно создаваемые корабли, переполненные постоянно меняющимися инопланетными мутантами.— Steam",0.0
4309,Hyper Light Breaker,"Новая часть франшизы Hyper Light — Hyper Light Breaker — это рогалик с открытым миром, впервые полностью реализованным в 3D.— Steam",0.0
4310,Daydream: Forgotten Sorrow,"Отправляйтесь в захватывающее путешествие по глубинам человеческого подсознания вместе с мальчиком по имени Гриффин и его верным плюшевым мишкой Бирли. Преодолевайте препятствия, избегайте ловушек и сражайтесь с врагами.— Steam",0.0
4311,Moorhuhn Jump'n Run: Schatzjager,"Moorhuhn 'Ловушки и Сокровища' позволит вам пройти 21 уровень + 6 бонусных уровней, полных опасных ловушек, грозных врагов и спрятанных сокровищ…— Steam",0.0
4312,Rappelz,"Убивать чудовищ может каждый, а ты пробовал с ними дружить? В этом мире любого монстра можно приручить и сделать своим соратником. Он будет помогать как в PvP, так и в PvE и расти вместе с тобой! Выбери класс и стань героем этого мира в абсолютно бесплатной классической MMORPG!— Steam",0.0
4313,Soda Dungeon,"Управляйте своей командой авантюристов во время рейда за сокровищами в местное подземелье! Улучшайте свою таверну, покупайте новые газировки и привлекайте новых членов команды. Золото, легендарные предметы и многое другое ждёт вас!— Steam",0.0
4314,Carry The Glass,"Станьте командой двух строителей в этом веселом платформере для двоих! Переносите хрупкое стеклянное окно через яркие уровни, полные испытаний. Координируйте действия, избегайте препятствий и решайте головоломки. Сможете ли вы завершить задание, не разбив стекло?— Steam",0.0
